District.,Address.,Bathrooms.,Bedrooms.,Built.Year.,Developer.,Property.Name.,nearest_mrt_name,neighbourhood,PSF.,Property.Type.,Asking.,Area.Builtup,Area.Land,Tenure.,total_units,travel_time_changi,travel_time_orchard,travel_time_raffles,unit_types,Furnish.,Floor.Description,overlooking_view,facing,is_HDB
 D1 - Boat Quay / Raffles Place / Marina ,4 Marina Boulevard,3,4,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.11,Condominium,15800,1949,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Partial,High,City view,South East,No
 D1 - Boat Quay / Raffles Place / Marina ,6 Marina Boulevard,3,4,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,7.08,Condominium,13800,1948,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,4,4,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.11,Condominium,15800,1948,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,3,4,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,7.08,Condominium,13800,1948,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Partial,High,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,3,4,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.11,Condominium,15800,1948,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,3,4,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,7.08,Condominium,13800,1948,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Partial,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,6 Marina Boulevard,4,4,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,7.08,Condominium,13800,1948,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,4,4,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,7.67,Condominium,13800,1800,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,23 Marina Way,3,3,2018,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Marina One Residences,Marina Bay MRT,NA,9.35,Condominium,14888,1593,NA,99 Years,1042,50,16,8,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,1 Shenton Way,3,3,2011,City Developments Ltd,One Shenton,Downtown MRT,NA,5.65,Condominium,9000,1593,NA,99 Years,341,51,25,14,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,23 Marina Way,3,3,2018,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Marina One Residences,Marina Bay MRT,NA,6.91,Condominium,11000,1592,NA,99 Years,1042,50,16,8,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,1 Shenton Way,3,3,2011,City Developments Ltd,One Shenton,Downtown MRT,NA,6.01,Condominium,9500,1582,NA,99 Years,341,51,25,14,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,23 Marina Way,3,3,2018,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Marina One Residences,Marina Bay MRT,NA,10.04,Condominium,15888,1582,NA,99 Years,1042,50,16,8,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,3 Central Boulevard,3,3,2013,"Keppel Land, Cheung Kong Holdings,Hongkong Land",Marina Bay Suites,Downtown MRT,NA,7,Apartment,11000,1572,NA,99 Years,221,50,23,6,"2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,5A Shenton Way,3,3,2017,Uic Investments (Properties) Pte Ltd,V On Shenton,Downtown MRT,NA,7.07,Condominium,10800,1528,NA,99 Years,510,59,23,11,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,21 Marina Way,2,3,2018,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Marina One Residences,Marina Bay MRT,NA,7.53,Condominium,11500,1528,NA,99 Years,1042,50,16,8,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,21 Marina Way,3,3,2018,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Marina One Residences,Marina Bay MRT,NA,10.09,Condominium,15200,1507,NA,99 Years,1042,50,16,8,"Studio, 1, 2, 3, 4, 5, 6 BR",Partial,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,6 Marina Boulevard,3,3,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,6.25,Apartment,8200,1313,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,31 Club Street,3,2,1998,Oxford Gardens Pte Ltd,Emerald Garden,Telok Ayer MRT,NA,6.39,Condominium,7900,1237,NA,999 Years,265,52,23,18,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,3,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,6.76,Condominium,8000,1184,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,23 Marina Way,2,2,2018,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Marina One Residences,Marina Bay MRT,NA,6.96,Condominium,8100,1163,NA,99 Years,1042,50,16,8,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,23 Marina Way,2,2,2018,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Marina One Residences,Marina Bay MRT,NA,6.84,Condominium,7950,1163,NA,99 Years,1042,50,16,8,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,23 Marina Way,2,2,2018,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Marina One Residences,Marina Bay MRT,NA,6.94,Condominium,8000,1152,NA,99 Years,1042,50,16,8,"Studio, 1, 2, 3, 4, 5, 6 BR",Fully,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,18 Marina Boulevard,2,2,2010,"Keppel Land, Hong Kong Land, Cheung Kong Holdings Ltd",Marina Bay Residences,Downtown MRT,NA,7.96,Condominium,9000,1130,NA,99 Years,428,52,19,11,"Studio, 1, 2, 3, 4, 5, 6, 9 BR",Fully,High,NA,South East,No
 D1 - Boat Quay / Raffles Place / Marina ,21 Marina Way,2,2,2018,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Marina One Residences,Marina Bay MRT,NA,7.41,Condominium,8300,1120,NA,99 Years,1042,50,16,8,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,21 Marina Way,2,2,2018,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Marina One Residences,Marina Bay MRT,NA,6.7,Condominium,7500,1119,NA,99 Years,1042,50,16,8,"Studio, 1, 2, 3, 4, 5, 6 BR",Fully,High,Greenery view,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,23 Marina Way,2,2,2018,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Marina One Residences,Marina Bay MRT,NA,7.42,Condominium,8300,1119,NA,99 Years,1042,50,16,8,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,23 Marina Way,2,2,2018,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Marina One Residences,Marina Bay MRT,NA,7.1,Condominium,7950,1119,NA,99 Years,1042,50,16,8,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,21 Marina Way,2,2,2018,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,Marina One Residences,Marina Bay MRT,NA,7.12,Condominium,7900,1109,NA,99 Years,1042,50,16,8,"Studio, 1, 2, 3, 4, 5, 6 BR",Partial,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,5A Shenton Way,2,2,2017,Uic Investments (Properties) Pte Ltd,V On Shenton,Downtown MRT,NA,6.83,Condominium,7500,1098,NA,99 Years,510,59,23,11,"Studio, 1, 2, 3, 4, 5, 6 BR",Fully,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,6 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,6.51,Condominium,7000,1076,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,High,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,18 Marina Boulevard,2,2,2010,"Keppel Land, Hong Kong Land, Cheung Kong Holdings Ltd",Marina Bay Residences,Downtown MRT,NA,7.04,Condominium,7500,1066,NA,99 Years,428,52,19,11,"Studio, 1, 2, 3, 4, 5, 6, 9 BR",Partial,High,NA,East,No
 D1 - Boat Quay / Raffles Place / Marina ,18 Marina Boulevard,2,2,2010,"Keppel Land, Hong Kong Land, Cheung Kong Holdings Ltd",Marina Bay Residences,Downtown MRT,NA,7.87,Condominium,8300,1055,NA,99 Years,428,52,19,11,"Studio, 1, 2, 3, 4, 5, 6, 9 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,7.55,Condominium,7800,1033,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,18 Marina Boulevard,2,2,2010,"Keppel Land, Hong Kong Land, Cheung Kong Holdings Ltd",Marina Bay Residences,Downtown MRT,NA,8.66,Condominium,8488,980,NA,99 Years,428,52,19,11,"Studio, 1, 2, 3, 4, 5, 6, 9 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,18 Marina Boulevard,2,2,2010,"Keppel Land, Hong Kong Land, Cheung Kong Holdings Ltd",Marina Bay Residences,Downtown MRT,NA,8.67,Condominium,8500,980,NA,99 Years,428,52,19,11,"Studio, 1, 2, 3, 4, 5, 6, 9 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,18 Marina Boulevard,2,2,2010,"Keppel Land, Hong Kong Land, Cheung Kong Holdings Ltd",Marina Bay Residences,Downtown MRT,NA,8.67,Condominium,8500,980,NA,99 Years,428,52,19,11,"Studio, 1, 2, 3, 4, 5, 6, 9 BR",Partial,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,18 Marina Boulevard,2,2,2010,"Keppel Land, Hong Kong Land, Cheung Kong Holdings Ltd",Marina Bay Residences,Downtown MRT,NA,8.67,Condominium,8500,980,NA,99 Years,428,52,19,11,"Studio, 1, 2, 3, 4, 5, 6, 9 BR",Partial,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,18 Marina Boulevard,2,2,2010,"Keppel Land, Hong Kong Land, Cheung Kong Holdings Ltd",Marina Bay Residences,Downtown MRT,NA,8.67,Condominium,8500,980,NA,99 Years,428,52,19,11,"Studio, 1, 2, 3, 4, 5, 6, 9 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Apartment,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,4 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,High,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,6 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,4 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Apartment,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,4 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,High,City view,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Apartment,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,4 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,High,City view,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Apartment,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,High,NA,East,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,High,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,6 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7799,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Apartment,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,High,NA,East,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Apartment,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.01,Condominium,7500,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,The Sail @ Marina Bay,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Apartment,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,High,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,7.96,Apartment,7450,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,4 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Apartment,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,4 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,6 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,4 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,High,Sea view,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Apartment,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,4 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,High,NA,South East,No
 D1 - Boat Quay / Raffles Place / Marina ,6 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,6 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,6 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,4 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,High,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Apartment,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,4 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.33,Condominium,7800,936,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Partial,High,City view,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,1 Shenton Way,2,2,2011,City Developments Ltd,One Shenton,Downtown MRT,NA,6.86,Condominium,6200,904,NA,99 Years,341,51,25,14,"Studio, 1, 2, 3, 4, 5, 6 BR",Unfurnished,High,NA,South East,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,7.93,Apartment,7000,883,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,6.58,Condominium,5800,882,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Partial,NA,NA,North West,No
 D1 - Boat Quay / Raffles Place / Marina ,4 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,8.16,Condominium,7200,882,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,2 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,6.58,Condominium,5800,882,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Partial,NA,NA,North West,No
 D1 - Boat Quay / Raffles Place / Marina ,6 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,9.06,Apartment,7800,861,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,1 Shenton Way,1,1,2011,City Developments Ltd,One Shenton,Downtown MRT,NA,6.41,Condominium,5449,850,NA,99 Years,341,51,25,14,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,1 Shenton Way,1,1,2011,City Developments Ltd,One Shenton,Downtown MRT,NA,6.24,Apartment,5300,850,NA,99 Years,341,51,25,14,"Studio, 1, 2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,6 Marina Boulevard,2,2,2008,"City Developments Ltd,AIG Global Real Estate",The Sail @ Marina Bay,Downtown MRT,NA,9.02,Condominium,7560,838,NA,99 Years,1111,50,24,6,"Studio, 1, 2, 3, 4, 5, 10 BR",Fully,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,21 Mccallum Street,1,1,2011,Natwest Development Pte Ltd (Far East Organization),The Clift,Telok Ayer MRT,NA,6.69,Condominium,5400,807,NA,99 Years,312,54,23,11,"Studio, 1, 2 BR",Fully,High,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,21 Mccallum Street,1,1,2011,Natwest Development Pte Ltd (Far East Organization),The Clift,Telok Ayer MRT,NA,6.69,Condominium,5400,807,NA,99 Years,312,54,23,11,"Studio, 1, 2 BR",Fully,High,City view,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,21 Mccallum Street,1,1,2011,Natwest Development Pte Ltd (Far East Organization),The Clift,Telok Ayer MRT,NA,7.16,Condominium,5780,807,NA,99 Years,312,54,23,11,"Studio, 1, 2 BR",Fully,High,City view,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,21 Mccallum Street,1,1,2011,Natwest Development Pte Ltd (Far East Organization),The Clift,Telok Ayer MRT,NA,6.69,Apartment,5400,807,NA,99 Years,312,54,23,11,"Studio, 1, 2 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,21 Mccallum Street,1,1,2011,Natwest Development Pte Ltd (Far East Organization),The Clift,Telok Ayer MRT,NA,6.69,Condominium,5400,807,NA,99 Years,312,54,23,11,"Studio, 1, 2 BR",Fully,High,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,21 Mccallum Street,1,1,2011,Natwest Development Pte Ltd (Far East Organization),The Clift,Telok Ayer MRT,NA,6.69,Condominium,5400,807,NA,99 Years,312,54,23,11,"Studio, 1, 2 BR",NA,NA,NA,NA,No
 D1 - Boat Quay / Raffles Place / Marina ,21 Mccallum Street,1,1,2011,Natwest Development Pte Ltd (Far East Organization),The Clift,Telok Ayer MRT,NA,6.69,Condominium,5400,807,NA,99 Years,312,54,23,11,"Studio, 1, 2 BR",Fully,Top,City view,South,No
