Property.Name.,Property.Type.,Asking.,PSF.,Built.Year.,Model.,Developer.,Address.,District.,Bedrooms.,Bathrooms.,Floor.,Area.,Tenure.,No..of.Units.,Facilities,Trains..MRT...LRT.,Bus.Stops,Primary.Schools,Secondary.Schools,Shopping.Malls,Furnish.,Integrated.Schools,HDB.Town.,lon,lat
Viz At Holland,Condominium,"$950,000 "," $1,919 psf (Built-up) ",2008,Condominium,Sim Lian (Holland) Pte Ltd,221 Queensway (276750), D10 - Tanglin / Holland / Bukit Timah ,1,NA,NA, 495 sqft (Built-up) ,FREEHOLD,165,"Corner Unit, Park/greenery View, Renovated, Air Conditioning, Intercom, Cooker Hob/hood, Water Heater","HOLLAND VILLAGE MRT 9 mins  CC21 750m, COMMONWEALTH MRT 9 mins  EW20 780m, FARRER ROAD MRT 14 mins  CC20 1.19 km","Viz Holland 1 min  12393153186105961961C855 70m, Opp Holland Hill Lodge 2 mins  855961961C15393105186123 190m, Blk 97 3 mins  15393105186123961961C855 250m","New Town Primary 1.0 km, Nanyang Primary 1.53 km, Queenstown Primary 1.54 km","Queensway Secondary 920m, St. Margaret's Secondary 1.57 km, Hwa Chong Institution 1.88 km","HOLLAND ROAD SHOPPING CENTRE 760m, Holland Road Shopping Centre 760m, THE STAR VISTA 1.51 km",NA,Hwa Chong Institution 1.88 km,NA,103.8019434,1.308377
Bukit Batok Central,HDB 4 Rooms,"$460,000 ", $411 psf (Built-up) ,1985,Model A,NA,104 Bukit Batok Central (650104),NA,3,2,MID, 104 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Air Conditioning, Cooker Hob/hood","BUKIT BATOK MRT 3 mins  NS2 250m, BUKIT GOMBAK MRT 15 mins  NS3 1.21 km, CHINESE GARDEN MRT 22 mins  EW25 1.76 km","Bt Batok CC 1 min  173941 120m, Opp Blk 102 2 mins  187189189A173173A 200m, Opp Blk 120 2 mins  173173A 210m","Princess Elizabeth Primary 690m, Bukit View Primary 740m, Lianhua Primary 970m","Bukit View Secondary 670m, Bukit Batok Secondary 710m, Hillgrove Secondary 760m","West Mall 230m, IMM BUILDING 1.56 km, Imm 1.57 km",NA,NA, Bukit Batok ,103.7472936,1.348997
Marine Drive,HDB 4 Rooms,"$599,000 ", $678 psf (Built-up) ,1976,Improved,NA,74 Marine Drive (440074),NA,3,NA,NA, 82 sqm (Built-up) ,LEASEHOLD/99 years,NA,NA,"MARINE PARADE MRT DUE 2023 1 min  TE26 60m, MARINE TERRACE MRT DUE 2023 12 mins  TE27 1.01 km, AMBER MRT DUE 2023 14 mins  TE25 1.19 km","Bet Blks 72/74 1 min  313636A36B4347481516196196e197853C966401134135 80m, Opp Blk 72 1 min  134135135A1516313636B4348853C196196e197966 120m, Parkway Parade 2 mins  966853C401196196e19713413543474815313636A36B 160m","Tao Nan 510m, Chij (katong) Primary 520m, Tanjong Katong Primary 770m","Tanjong Katong Secondary 1.23 km, St. Patrick's 1.25 km, Tanjong Katong Girls' 1.31 km","112 KATONG 290m, Parkway Parade 360m, KATONG V 490m",NA,NA, Marine Parade ,103.9072622,1.3036338
The Oceanfront @ Sentosa Cove,Condominium,"$2,300,000 "," $1,295 psf (Built-up) ",2010,Condominium,TC Development Pte Ltd,297 Ocean Drive (098535), D4 - Sentosa / Harbourfront ,2,NA,NA," 1,776 sqft (Built-up) ",LEASEHOLD/99 years,264,"Corner Unit, Air Conditioning, Cooker Hob/hood, Bathtub, Water Heater, Private Lift, Intercom",NA,NA,NA,NA,NA,NA,NA,NA,103.842692,1.244311
The Tennery,Apartment,"$950,000 "," $1,103 psf (Built-up) ",2014,Apartment,Dollar Land Singapore Pte Ltd,5 Woodlands Road (677903), D23 - Dairy Farm / Bukit Panjang / Choa Chu Kang ,2,2,HIGH, 861 sqft (Built-up) ,LEASEHOLD/99 years,338,"Park/greenery View, Renovated, Air Conditioning, Water Heater, Cooker Hob/hood, Balcony"," 1 min   0m, TEN MILE JUNCTION LRT 1 min  BP14 70m,  3 mins   300m","Ten Mile Junction Stn 1 min  979979M960961961C160178170170A 70m, Opp Ten Mile Junction Stn 1 min  170178160960961961C979979M 110m, Blk 604 3 mins  176177184171700700A960963963E963R970975187190190A7575A 240m","West View Primary 360m, Teck Whye Primary 840m, Zhenghua Primary 1.03 km","Teck Whye Secondary 610m, West Spring Secondary 830m, Chua Chu Kang Secondary 970m","JUNCTION 10 30m, HILLION MALL 370m, Bukit Panjang Plaza 470m",NA,NA,NA,103.760152,1.380337
Clementi Avenue 4,HDB 3 Rooms,"$355,000 ", $492 psf (Built-up) ,1979,New Generation(modified),NA,303 Clementi Avenue 4 (120303),NA,2,2,HIGH, 67 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Renovated, Air Conditioning, Water Heater","CLEMENTI MRT 8 mins  EW23 690m, DOVER MRT 23 mins  EW22 1.88 km","Blk 304 1 min  185189 140m, Blk 201 2 mins  189185 160m","Nan Hua Primary 480m, Clementi Primary 640m, Pei Tong Primary 650m","Clementi Town Secondary 720m, School Of Science And Technology, Singapore 1.36 km, Tanglin Secondary 1.45 km","THE CLEMENTI MALL 720m, CLEMENTI AVENUE 2 SHOPPING CENTRE 1.1 km",Not Furnished,Nus High School Of Mathematics And Science 1.72 km, Clementi ,103.7648068,1.3212466
Lighthouse,Condominium,"$916,000 ", $760 psf (Built-up) ,NA,Low Rise,Hong How Corporation Pte Ltd,161B Jalan Loyang Besar (509410), D17 - Changi Airport / Changi Village ,3,NA,NA," 1,206 sqft (Built-up) ",LEASEHOLD/99 years,51,"Wadpool, Play Ground, Barbecue Area, Swimming Pool, Corner Unit, Swimming Pool View, Park/greenery View, Air Conditioning, Hairdryer, Bathtub, Cooker Hob/hood, Water Heater, Flooring For Bedroom, Wardrobe, Kitchen, Air-conditioning, Flooring For Living/dining, Balcony",PASIR RIS MRT 15 mins  EW1 1.27 km,"Lighthouse 1 min  354 50m, Opp Lighthouse 1 min  354 60m, Unit 169 1 min  354 150m","Casuarina Primary 720m, Pasir Ris Primary 800m, Loyang Primary 930m","Hai Sing Catholic 670m, Pasir Ris Crest Secondary 690m, Greenview Secondary 1.1 km","DOWNTOWN EAST 560m, White Sands 1.26 km, LOYANG POINT 1.48 km",Partially Furnished,NA,NA,103.95905,1.378774
The Trevose,Condominium,"$2,500,000 "," $1,297 psf (Built-up) ",2001,Condominium,Trevose Cresent Development Pte Ltd,60 Trevose Crescent (298090), D11 - Newton / Novena ,3+1,3,GROUND," 1,927 sqft (Built-up) ",LEASEHOLD/99 years,142,"Gymnasium, Securities, Jacuzzi, Swimming Pool, Fitness Area, Tennis Court, Swimming Pool View, Air Conditioning, Water Heater, Cooker Hob/hood, Flooring For Bedroom, Flooring For Living/dining, Wardrobe, Kitchen, Air-conditioning, Outdoor Patio, Maidsroom","STEVENS MRT DUE 2016 3 mins  DT10TE11 290m, BOTANIC GARDENS MRT 14 mins  CC19DT9 1.12 km, MOUNT PLEASANT MRT DUE 2021 16 mins  TE10 1.28 km","Raffles Town Club 1 min  971E972700700A960186190NR2NR3132151153154156105 80m, Aft Tanglin CC 1 min  132154156105151153186960700700A190190A971E972972A 110m, Aft Dunkirk Ave 2 mins  486666B67186170171151153154156 210m","Singapore Chinese Girls' Primary 360m, Anglo-chinese School (primary) 1.25 km","Singapore Chinese Girls' 360m, Anglo-chinese School (barker Road) 1.23 km, Raffles Girls' School (secondary) 1.29 km","CORONATION SHOPPING PLAZA 1.69 km, Delfi Orchard 1.76 km, Tanglin Shopping Centre 1.84 km",Partially Furnished,"Singapore Chinese Girls' School 360m, Singapore Chinese Girls' Primary School 360m",NA,103.825017,1.3227666
Forte Suites,Apartment,"$1,562,600 "," $2,504 psf (Built-up) ",NA,Apartment,Forte Development Pte. Ltd.,88 Mergui Road (219062), D8 - Farrer Park / Serangoon Rd ,3,2,HIGH, 624 sqft (Built-up) ,FREEHOLD,106,"Park/greenery View, Original Condition, Intercom, Air Conditioning, Water Heater, Cooker Hob/hood, Balcony, Walk-in-wardrobe","FARRER PARK VIEW 7 mins  NE8 630m, NOVENA MRT 12 mins  NS20 1.0 km, BOON KENG MRT 13 mins  NE9 1.11 km","Blk 51 2 mins  131141 200m, Kentish Green 2 mins  131141 210m, Blk 41A 2 mins  141131 220m","Farrer Park Primary 590m, St. Joseph's Institution Junior 690m, Hong Wen 780m","Northlight 460m, Balestier Hill Secondary 1.18 km, Bendemeer Secondary 1.27 km","SHAW PLAZA - TWIN HEIGHTS 840m, SERANGOON PLAZA 860m, CITY SQUARE MALL 890m",Fully Furnished,NA,NA,103.8519244,1.3178263
Forte Suites,Apartment,"$1,562,600 "," $2,504 psf (Built-up) ",NA,Apartment,Forte Development Pte. Ltd.,88 Mergui Road (219062), D8 - Farrer Park / Serangoon Rd ,3,2,HIGH, 624 sqft (Built-up) ,FREEHOLD,106,"Park/greenery View, Original Condition, Intercom, Water Heater, Air Conditioning, Cooker Hob/hood, Balcony, Walk-in-wardrobe","FARRER PARK VIEW 7 mins  NE8 630m, NOVENA MRT 12 mins  NS20 1.0 km, BOON KENG MRT 13 mins  NE9 1.11 km","Blk 51 2 mins  131141 200m, Kentish Green 2 mins  131141 210m, Blk 41A 2 mins  141131 220m","Farrer Park Primary 590m, St. Joseph's Institution Junior 690m, Hong Wen 780m","Northlight 460m, Balestier Hill Secondary 1.18 km, Bendemeer Secondary 1.27 km","SHAW PLAZA - TWIN HEIGHTS 840m, SERANGOON PLAZA 860m, CITY SQUARE MALL 890m",Not Furnished,NA,NA,103.8519244,1.3178263
Choa Chu Kang North 6,HDB 5 Rooms,"$568,000 ", $416 psf (Built-up) ,1998,Premium Apartment,NA,632 Choa Chu Kang North 6 (680632),NA,4,2,NA, 127 sqm (Built-up) ,LEASEHOLD/99 years,NA,"Renovated, Corner Unit, Air Conditioning, Maidsroom","YEW TEE MRT 2 mins  NS5 170m, CHOA CHU KANG LRT 17 mins  BP1NS4 1.39 km,  23 mins   1.86 km","Blk 634 1 min  307307A3N 110m, Blk 790 1 min  307307A 110m, Opp Yew Tee Stn 1 min  NR3302302A3N979 120m","Yew Tee Primary 270m, Kranji Primary 370m, De La Salle 600m","Unity Secondary 430m, Regent Secondary 460m, Kranji Secondary 1.1 km","YEW TEE SQUARE 220m, YEW TEE POINT 220m, Yew Tee Shopping Centre 310m",NA,NA, Choa Chu Kang ,103.7485578,1.3967734
The Alps Residences,Condominium,"$1,014,000 "," $1,083 psf (Built-up) ",NA,Condominium,MCC Land (Tampines) Pte Ltd,115 Tampines Street 86 (528537), D18 - Pasir Ris / Tampines ,3,NA,NA, 936 sqft (Built-up) ,LEASEHOLD/99 years,626,"Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Balcony","TAMPINES WEST MRT 18 mins  DT31 1.46 km, TAMPINES MRT 21 mins  DT32EW2 1.68 km",Opp Blk 871A 2 mins  692932N118 220m,"Poi Ching 660m, St. Hilda's Primary 1.06 km, Junyuan Primary 1.36 km","Junyuan Secondary 490m, Springfield Secondary 670m, St. Hilda's Secondary 960m","TAMPINES CENTRAL COMMUNITY COMPLEX 530m, Century Square 1.6 km, Tampines Mall 1.7 km",NA,NA,NA,103.9284624,1.351751
Signature At Yishun,Condominium,"$813,000 ", $859 psf (Built-up) ,2018,Condominium,Gee-I Investments Pte. Ltd.,25 Yishun Street 51 (768087), D27 - Sembawang / Yishun ,2,2,LOW, 947 sqft (Built-up) ,LEASEHOLD/99 years,525,"Park/greenery View, Original Condition, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Balcony, Walk-in-wardrobe","KHATIB MRT 16 mins  NS14 1.34 km, YISHUN MRT 22 mins  NS13 1.78 km","Opp The Shaughnessy 1 min  117805 110m, The Shaughnessy 2 mins  117 160m, Opp Orchid Country Club 2 mins  117805 180m","Northland Primary 640m, Naval Base Primary 690m, Huamin Primary 1.12 km","Northbrooks Secondary 460m, Orchid Park Secondary 820m, Chung Cheng High School (yishun) 880m","WISTERIA MALL 440m, Northpoint 1.75 km, NORTHPOINT SHOPPING CENTRE 1.75 km",Partially Furnished,NA,NA,103.8451706,1.4184475
Northwave,Condominium,"$759,000 ", $850 psf (Built-up) ,2019,Executive Condominium,Hao Yuan (Woodlands) Pte Ltd,111 Woodlands View (737703), D25 - Admiralty / Woodlands ,3,2,HIGH, 893 sqft (Built-up) ,LEASEHOLD/99 years,358,"Park/greenery View, Original Condition, Intercom, Water Heater, Hairdryer, Cooker Hob/hood, Balcony, Walk-in-wardrobe","ADMIRALTY MRT 13 mins  NS10 1.11 km, SEMBAWANG MRT 15 mins  NS11 1.23 km","Opp 3M Bldg 1 min  965969 110m, 3M Bldg 1 min  965965A969NR2 130m","Greenwood Primary 750m, Riverside Primary 1.01 km, Canberra Primary 1.05 km","Sembawang Secondary 750m, Admiralty Secondary 920m, Spectra Secondary 1.04 km","ADMIRALTY PLACE 1.02 km, Sun Plaza 1.14 km, WOODLANDS MART 1.37 km",Partially Furnished,NA,NA,103.808573,1.4424615
Sturdee Residences,Condominium,"$2,435,000 "," $2,571 psf (Built-up) ",2019,Condominium,SL Capital (1) Pte Ltd,10 Beatty Road (209955), D8 - Farrer Park / Serangoon Rd ,3,2,LOW, 947 sqft (Built-up) ,LEASEHOLD/99 years,305,"City View, Park/greenery View, Original Condition, Intercom, Cooker Hob/hood, Water Heater, Air Conditioning, Balcony, Walk-in-wardrobe","BENDEMEER MRT 4 mins  DT23 360m, FARRER PARK VIEW 8 mins  NE8 710m, LAVENDER MRT 9 mins  EW11 750m","Hoa Nam Bldg 1 min  12513013914114764656666A66B672123857 100m, Eminent Plaza 2 mins  1331411451367 180m, Opp Eminent Plaza 2 mins  6713141145133 210m","Farrer Park Primary 900m, Hong Wen 980m, Stamford Primary 1.04 km","Northlight 770m, Bendemeer Secondary 1.31 km, Chij Katong Convent 1.81 km","CITY SQUARE MALL 300m, SERANGOON PLAZA 490m, MUSTAFA CENTRE 520m",Partially Furnished,"School Of The Arts, Singapore 1.9 km",NA,103.8591692,1.3137756
Martin Modern,Condominium,"$1,928,700 "," $2,524 psf (Built-up) ",2020,Condominium,Martin Modern Pte Ltd,35 Martin Place (2399993), D9 - Orchard / River Valley ,2,2,LOW, 764 sqft (Built-up) ,LEASEHOLD/99 years,450,"City View, Park/greenery View, Swimming Pool View, Original Condition, Private Pool, Intercom, Walk-in-wardrobe, Balcony","GREAT WORLD MRT DUE 2021 7 mins  TE15 570m, HAVELOCK MRT DUE 2021 7 mins  TE16 630m, FORT CANNING MRT 8 mins  DT20 700m",NA,"River Valley Primary 240m, St. Margaret's Primary 1.49 km, Alexandra Primary 1.57 km","Outram Secondary 770m, School Of The Arts, Singapore 1.38 km, Gan Eng Seng 1.65 km","Robertson Walk 420m, UE SHOPPING MALL 530m, Concorde 640m",Partially Furnished,"School Of The Arts, Singapore 1.38 km",NA,103.838221,1.2930166
Signature At Yishun,Condominium,"$807,500 ", $853 psf (Built-up) ,2018,Executive Condominium,Gee-I Investments Pte. Ltd.,33 Yishun Street 51 (767991), D27 - Sembawang / Yishun ,3,2,LOW, 947 sqft (Built-up) ,LEASEHOLD/99 years,525,"Park/greenery View, Original Condition, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Balcony, Walk-in-wardrobe","KHATIB MRT 16 mins  NS14 1.34 km, YISHUN MRT 22 mins  NS13 1.78 km","Opp The Shaughnessy 1 min  117805 110m, The Shaughnessy 2 mins  117 160m, Opp Orchid Country Club 2 mins  117805 180m","Northland Primary 640m, Naval Base Primary 690m, Huamin Primary 1.12 km","Northbrooks Secondary 460m, Orchid Park Secondary 820m, Chung Cheng High School (yishun) 880m","WISTERIA MALL 440m, Northpoint 1.75 km, NORTHPOINT SHOPPING CENTRE 1.75 km",Partially Furnished,NA,NA,103.8451706,1.4184475
Martin Modern,Condominium,"$1,928,700 "," $2,524 psf (Built-up) ",2020,Condominium,Martin Modern Pte Ltd,ZZ6951 Martin Place (2399993), D9 - Orchard / River Valley ,2,2,HIGH, 764 sqft (Built-up) ,LEASEHOLD/99 years,450,"Swimming Pool View, City View, Park/greenery View, Original Condition, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Balcony, Walk-in-wardrobe","GREAT WORLD MRT DUE 2021 7 mins  TE15 570m, HAVELOCK MRT DUE 2021 7 mins  TE16 630m, FORT CANNING MRT 8 mins  DT20 700m",NA,"River Valley Primary 240m, St. Margaret's Primary 1.49 km, Alexandra Primary 1.57 km","Outram Secondary 770m, School Of The Arts, Singapore 1.38 km, Gan Eng Seng 1.65 km","Robertson Walk 420m, UE SHOPPING MALL 530m, Concorde 640m",Partially Furnished,"School Of The Arts, Singapore 1.38 km",NA,103.8386775,1.2936828
Seaside Residences,Apartment,"$962,000 "," $1,718 psf (Built-up) ",2021,Apartment,East Vue Pte Ltd,18 Siglap Link (448873), D15 - East Coast / Marine Parade ,1,1,HIGH, 560 sqft (Built-up) ,LEASEHOLD/99 years,841,"Park/greenery View, Original Condition, Air Conditioning, Water Heater, Cooker Hob/hood, Intercom, Walk-in-wardrobe, Balcony","SIGLAP MRT DUE 2023 4 mins  TE28 320m, MARINE TERRACE MRT DUE 2023 17 mins  TE27 1.38 km, BAYSHORE MRT DUE 2023 20 mins  TE29 1.62 km","Siglap Link 1 min  40136 40m, Opp Pond 1 min  401 130m, Victoria Sch 2 mins  401853C196196e197135A155155A135313636A36B43474855 170m","Ngee Ann Primary 1.16 km, Opera Estate Primary 1.45 km, St. Stephen's 1.73 km","Victoria 90m, St. Patrick's 1.17 km, Temasek Junior College 1.46 km","SIGLAP SHOPPING CENTRE 730m, BEDOK MALL 1.9 km, BEDOK POINT 1.96 km",Partially Furnished,Temasek Junior College 1.46 km,NA,103.9289166,1.3088974
Seaside Residences,Apartment,"$962,000 "," $1,718 psf (Built-up) ",2021,Apartment,East Vue Pte Ltd,18 Siglap Link (448873), D15 - East Coast / Marine Parade ,1,2,MID, 560 sqft (Built-up) ,LEASEHOLD/99 years,841,"Park/greenery View, Original Condition, Air Conditioning, Water Heater, Cooker Hob/hood, Intercom, Walk-in-wardrobe, Balcony","SIGLAP MRT DUE 2023 4 mins  TE28 320m, MARINE TERRACE MRT DUE 2023 17 mins  TE27 1.38 km, BAYSHORE MRT DUE 2023 20 mins  TE29 1.62 km","Siglap Link 1 min  40136 40m, Opp Pond 1 min  401 130m, Victoria Sch 2 mins  401853C196196e197135A155155A135313636A36B43474855 170m","Ngee Ann Primary 1.16 km, Opera Estate Primary 1.45 km, St. Stephen's 1.73 km","Victoria 90m, St. Patrick's 1.17 km, Temasek Junior College 1.46 km","SIGLAP SHOPPING CENTRE 730m, BEDOK MALL 1.9 km, BEDOK POINT 1.96 km",Partially Furnished,Temasek Junior College 1.46 km,NA,103.9289166,1.3088974
Seaside Residences,Apartment,"$967,000 "," $1,727 psf (Built-up) ",2021,Apartment,East Vue Pte Ltd,18 Siglap Link (448873), D15 - East Coast / Marine Parade ,1,2,MID, 560 sqft (Built-up) ,LEASEHOLD/99 years,841,"Park/greenery View, Original Condition, Air Conditioning, Water Heater, Cooker Hob/hood, Intercom, Walk-in-wardrobe, Balcony","SIGLAP MRT DUE 2023 4 mins  TE28 320m, MARINE TERRACE MRT DUE 2023 17 mins  TE27 1.38 km, BAYSHORE MRT DUE 2023 20 mins  TE29 1.62 km","Siglap Link 1 min  40136 40m, Opp Pond 1 min  401 130m, Victoria Sch 2 mins  401853C196196e197135A155155A135313636A36B43474855 170m","Ngee Ann Primary 1.16 km, Opera Estate Primary 1.45 km, St. Stephen's 1.73 km","Victoria 90m, St. Patrick's 1.17 km, Temasek Junior College 1.46 km","SIGLAP SHOPPING CENTRE 730m, BEDOK MALL 1.9 km, BEDOK POINT 1.96 km",Partially Furnished,Temasek Junior College 1.46 km,NA,103.9289166,1.3088974
Seaside Residences,Apartment,"$967,000 "," $1,727 psf (Built-up) ",NA,Apartment,East Vue Pte Ltd,18 Siglap Link (448873), D15 - East Coast / Marine Parade ,1,1,HIGH, 560 sqft (Built-up) ,LEASEHOLD/99 years,841,"Park/greenery View, Original Condition, Air Conditioning, Water Heater, Cooker Hob/hood, Intercom, Walk-in-wardrobe, Balcony","SIGLAP MRT DUE 2023 4 mins  TE28 320m, MARINE TERRACE MRT DUE 2023 17 mins  TE27 1.38 km, BAYSHORE MRT DUE 2023 20 mins  TE29 1.62 km","Siglap Link 1 min  40136 40m, Opp Pond 1 min  401 130m, Victoria Sch 2 mins  401853C196196e197135A155155A135313636A36B43474855 170m","Ngee Ann Primary 1.16 km, Opera Estate Primary 1.45 km, St. Stephen's 1.73 km","Victoria 90m, St. Patrick's 1.17 km, Temasek Junior College 1.46 km","SIGLAP SHOPPING CENTRE 730m, BEDOK MALL 1.9 km, BEDOK POINT 1.96 km",Partially Furnished,Temasek Junior College 1.46 km,NA,103.9289166,1.3088974
Seaside Residences,Apartment,"$1,138,000 "," $1,448 psf (Built-up) ",2020,Apartment,East Vue Pte Ltd,12 Siglap Link (448870), D15 - East Coast / Marine Parade ,2,2,NA, 786 sqft (Built-up) ,LEASEHOLD/99 years,841,"Park/greenery View, Sea View, City View, Swimming Pool View, Original Condition, Air Conditioning, Corner Unit, Water Heater, Intercom, Cooker Hob/hood, Air Conditioning, Balcony, Walk-in-wardrobe","SIGLAP MRT DUE 2023 4 mins  TE28 390m, MARINE TERRACE MRT DUE 2023 16 mins  TE27 1.3 km, BAYSHORE MRT DUE 2023 21 mins  TE29 1.7 km","Siglap Link 1 min  40136 50m, Opp Pond 1 min  401 130m, Opp Mandarin Gdns 1 min  5536B36401135135A155155A 130m","Ngee Ann Primary 1.08 km, Opera Estate Primary 1.44 km, St. Stephen's 1.68 km","Victoria 90m, St. Patrick's 1.09 km, Temasek Junior College 1.52 km","SIGLAP SHOPPING CENTRE 700m, BEDOK MALL 1.93 km, BEDOK POINT 2.0 km",Partially Furnished,Temasek Junior College 1.52 km,NA,103.9289166,1.3088974
Seaside Residences,Apartment,"$928,000 "," $1,369 psf (Built-up) ",2020,Apartment,East Vue Pte Ltd,12 Siglap Link (448870), D15 - East Coast / Marine Parade ,2,2,NA, 678 sqft (Built-up) ,LEASEHOLD/99 years,841,"Park/greenery View, Sea View, City View, Swimming Pool View, Original Condition, Air Conditioning, Corner Unit, Water Heater, Intercom, Cooker Hob/hood, Air Conditioning, Balcony, Walk-in-wardrobe","SIGLAP MRT DUE 2023 4 mins  TE28 390m, MARINE TERRACE MRT DUE 2023 16 mins  TE27 1.3 km, BAYSHORE MRT DUE 2023 21 mins  TE29 1.7 km","Siglap Link 1 min  40136 50m, Opp Pond 1 min  401 130m, Opp Mandarin Gdns 1 min  5536B36401135135A155155A 130m","Ngee Ann Primary 1.08 km, Opera Estate Primary 1.44 km, St. Stephen's 1.68 km","Victoria 90m, St. Patrick's 1.09 km, Temasek Junior College 1.52 km","SIGLAP SHOPPING CENTRE 700m, BEDOK MALL 1.93 km, BEDOK POINT 2.0 km",Partially Furnished,Temasek Junior College 1.52 km,NA,103.9289166,1.3088974
The Santorini,Condominium,"$1,072,800 ", $959 psf (Built-up) ,NA,Condominium,MCC Land (Singapore) Pte Ltd,23 Tampines Street 86 (528568), D18 - Pasir Ris / Tampines ,3,3,NA," 1,119 sqft (Built-up) ",LEASEHOLD/99 years,597,"Swimming Pool View, Park/greenery View, Sea View, Original Condition, City View, Corner Unit, Air Conditioning, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony, Maidsroom","TAMPINES WEST MRT 17 mins  DT31 1.36 km, BEDOK RESERVOIR MRT 22 mins  DT30 1.77 km, TAMPINES MRT 23 mins  DT32EW2 1.87 km","Opp Springfield Sec Sch 2 mins  118695132N 210m, Springfield Sec Sch 2 mins  69513118 230m","Poi Ching 1.05 km, St. Hilda's Primary 1.05 km, Junyuan Primary 1.34 km","Springfield Secondary 370m, Junyuan Secondary 660m, St. Hilda's Secondary 990m","TAMPINES CENTRAL COMMUNITY COMPLEX 840m, Century Square 1.77 km, Tampines Mall 1.88 km",Partially Furnished,NA,NA,103.927936,1.3519994
The Santorini,Condominium,"$688,000 ", $914 psf (Built-up) ,2017,Condominium,MCC Land (Singapore) Pte Ltd,35 Tampines Street 86 (528574), D18 - Pasir Ris / Tampines ,2,2,NA, 753 sqft (Built-up) ,LEASEHOLD/99 years,597,"Swimming Pool View, Park/greenery View, Sea View, Original Condition, City View, Corner Unit, Air Conditioning, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","TAMPINES WEST MRT 17 mins  DT31 1.36 km, BEDOK RESERVOIR MRT 22 mins  DT30 1.8 km, TAMPINES MRT 23 mins  DT32EW2 1.86 km","Opp Springfield Sec Sch 2 mins  118695132N 220m, Springfield Sec Sch 3 mins  69513118 240m","Poi Ching 1.02 km, St. Hilda's Primary 1.05 km, Junyuan Primary 1.34 km","Springfield Secondary 390m, Junyuan Secondary 640m, St. Hilda's Secondary 990m","TAMPINES CENTRAL COMMUNITY COMPLEX 810m, Century Square 1.76 km, Tampines Mall 1.87 km",Partially Furnished,NA,NA,103.9284624,1.351751
